Fiscal Year,Fiscal Quarter,Fiscal Period,FSLine Statement L1,FSLine Statement L2,Product,Country,Currency,Amount in Local Currency,Amount in USD,Version
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Japan,JPY,-2986.68,-26.88,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product D,Japan,JPY,3444.95,31.0,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product D,Japan,JPY,856.98,7.71,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Labor,Product A,United Kingdom,GBP,37581.28,46976.6,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Materials,Product A,United Kingdom,GBP,108957.49,136196.86,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Manufacturing Overhead,Product A,United Kingdom,GBP,25609.22,32011.52,Actuals
2021,Q1,2021-03,Net Revenue,Gross Revenue,Product A,United Kingdom,GBP,370002.74,462503.42,Actuals
2021,Q1,2021-03,Net Revenue,Returns and Refunds,Product A,United Kingdom,GBP,-18681.98,-23352.47,Actuals
2021,Q1,2021-03,Net Revenue,Revenue Adjustment,Product A,United Kingdom,GBP,-397.77,-497.21,Actuals
2021,Q1,2021-03,OPEX,General & Administrative,Product A,United Kingdom,GBP,29682.36,37102.95,Actuals
2021,Q1,2021-03,OPEX,Headcount Expenses,Product A,United Kingdom,GBP,126283.59,157854.49,Actuals
2021,Q1,2021-03,OPEX,IT Expenses,Product A,United Kingdom,GBP,13524.7,16905.87,Actuals
2021,Q1,2021-03,OPEX,Marketing Expenses,Product A,United Kingdom,GBP,27945.99,34932.48,Actuals
2021,Q1,2021-03,OPEX,R&D Expenses,Product A,United Kingdom,GBP,62546.85,78183.56,Actuals
2021,Q1,2021-03,OPEX,Sales Expenses,Product A,United Kingdom,GBP,39446.01,49307.51,Actuals
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,United Kingdom,GBP,-6581.46,-8226.83,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product A,United Kingdom,GBP,6448.55,8060.69,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product A,United Kingdom,GBP,3547.43,4434.28,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Labor,Product B,United Kingdom,GBP,32867.67,41084.59,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Materials,Product B,United Kingdom,GBP,94506.08,118132.61,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Manufacturing Overhead,Product B,United Kingdom,GBP,24135.0,30168.76,Actuals
2021,Q1,2021-03,Net Revenue,Gross Revenue,Product B,United Kingdom,GBP,367617.05,459521.31,Actuals
2021,Q1,2021-03,Net Revenue,Returns and Refunds,Product B,United Kingdom,GBP,-14337.47,-17921.84,Actuals
2021,Q1,2021-03,Net Revenue,Revenue Adjustment,Product B,United Kingdom,GBP,800.88,1001.1,Actuals
2021,Q1,2021-03,OPEX,General & Administrative,Product B,United Kingdom,GBP,25489.35,31861.69,Actuals
2021,Q1,2021-03,OPEX,Headcount Expenses,Product B,United Kingdom,GBP,70160.71,87700.89,Actuals
2021,Q1,2021-03,OPEX,IT Expenses,Product B,United Kingdom,GBP,13207.13,16508.92,Actuals
2021,Q1,2021-03,OPEX,Marketing Expenses,Product B,United Kingdom,GBP,34687.11,43358.89,Actuals
2021,Q1,2021-03,OPEX,R&D Expenses,Product B,United Kingdom,GBP,48981.45,61226.81,Actuals
2021,Q1,2021-03,OPEX,Sales Expenses,Product B,United Kingdom,GBP,31284.7,39105.87,Actuals
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United Kingdom,GBP,256.16,320.21,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product B,United Kingdom,GBP,2916.55,3645.69,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product B,United Kingdom,GBP,3623.51,4529.39,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Labor,Product C,United Kingdom,GBP,29821.69,37277.12,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Materials,Product C,United Kingdom,GBP,69282.95,86603.69,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Manufacturing Overhead,Product C,United Kingdom,GBP,16286.71,20358.38,Actuals
2021,Q1,2021-03,Net Revenue,Gross Revenue,Product C,United Kingdom,GBP,294155.34,367694.18,Actuals
2021,Q1,2021-03,Net Revenue,Returns and Refunds,Product C,United Kingdom,GBP,-6544.51,-8180.64,Actuals
2021,Q1,2021-03,Net Revenue,Revenue Adjustment,Product C,United Kingdom,GBP,-904.14,-1130.18,Actuals
2021,Q1,2021-03,OPEX,General & Administrative,Product C,United Kingdom,GBP,21791.95,27239.94,Actuals
2021,Q1,2021-03,OPEX,Headcount Expenses,Product C,United Kingdom,GBP,92284.73,115355.91,Actuals
2021,Q1,2021-03,OPEX,IT Expenses,Product C,United Kingdom,GBP,15190.62,18988.27,Actuals
2021,Q1,2021-03,OPEX,Marketing Expenses,Product C,United Kingdom,GBP,31047.25,38809.06,Actuals
2021,Q1,2021-03,OPEX,R&D Expenses,Product C,United Kingdom,GBP,35533.25,44416.56,Actuals
2021,Q1,2021-03,OPEX,Sales Expenses,Product C,United Kingdom,GBP,22516.76,28145.95,Actuals
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United Kingdom,GBP,-2865.8,-3582.25,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product C,United Kingdom,GBP,3970.97,4963.71,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product C,United Kingdom,GBP,2397.16,2996.45,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Labor,Product D,United Kingdom,GBP,29691.45,37114.31,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Materials,Product D,United Kingdom,GBP,62355.0,77943.75,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Manufacturing Overhead,Product D,United Kingdom,GBP,8279.85,10349.82,Actuals
2021,Q1,2021-03,Net Revenue,Gross Revenue,Product D,United Kingdom,GBP,190697.91,238372.39,Actuals
2021,Q1,2021-03,Net Revenue,Returns and Refunds,Product D,United Kingdom,GBP,-3518.48,-4398.11,Actuals
2021,Q1,2021-03,Net Revenue,Revenue Adjustment,Product D,United Kingdom,GBP,2386.19,2982.74,Actuals
2021,Q1,2021-03,OPEX,General & Administrative,Product D,United Kingdom,GBP,21181.46,26476.83,Actuals
2021,Q1,2021-03,OPEX,Headcount Expenses,Product D,United Kingdom,GBP,33487.02,41858.77,Actuals
2021,Q1,2021-03,OPEX,IT Expenses,Product D,United Kingdom,GBP,10466.16,13082.7,Actuals
2021,Q1,2021-03,OPEX,Marketing Expenses,Product D,United Kingdom,GBP,13655.41,17069.26,Actuals
2021,Q1,2021-03,OPEX,R&D Expenses,Product D,United Kingdom,GBP,32576.65,40720.82,Actuals
2021,Q1,2021-03,OPEX,Sales Expenses,Product D,United Kingdom,GBP,22533.35,28166.68,Actuals
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,United Kingdom,GBP,1201.64,1502.05,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product D,United Kingdom,GBP,2936.74,3670.92,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product D,United Kingdom,GBP,2148.65,2685.82,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Labor,Product A,United States,USD,56172.31,56172.31,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Materials,Product A,United States,USD,116498.12,116498.12,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Manufacturing Overhead,Product A,United States,USD,30356.3,30356.3,Actuals
2021,Q1,2021-03,Net Revenue,Gross Revenue,Product A,United States,USD,596283.68,596283.68,Actuals
2021,Q1,2021-03,Net Revenue,Returns and Refunds,Product A,United States,USD,-9468.34,-9468.34,Actuals
2021,Q1,2021-03,Net Revenue,Revenue Adjustment,Product A,United States,USD,3166.71,3166.71,Actuals
2021,Q1,2021-03,OPEX,General & Administrative,Product A,United States,USD,24315.43,24315.43,Actuals
2021,Q1,2021-03,OPEX,Headcount Expenses,Product A,United States,USD,181059.88,181059.88,Actuals
2021,Q1,2021-03,OPEX,IT Expenses,Product A,United States,USD,29581.69,29581.69,Actuals
2021,Q1,2021-03,OPEX,Marketing Expenses,Product A,United States,USD,30076.61,30076.61,Actuals
2021,Q1,2021-03,OPEX,R&D Expenses,Product A,United States,USD,51238.18,51238.18,Actuals
2021,Q1,2021-03,OPEX,Sales Expenses,Product A,United States,USD,45048.51,45048.51,Actuals
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,United States,USD,1753.52,1753.52,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product A,United States,USD,4366.06,4366.06,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product A,United States,USD,3883.85,3883.85,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Labor,Product B,United States,USD,46488.86,46488.86,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Materials,Product B,United States,USD,92117.52,92117.52,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Manufacturing Overhead,Product B,United States,USD,20306.35,20306.35,Actuals
2021,Q1,2021-03,Net Revenue,Gross Revenue,Product B,United States,USD,508524.1,508524.1,Actuals
2021,Q1,2021-03,Net Revenue,Returns and Refunds,Product B,United States,USD,-6274.88,-6274.88,Actuals
2021,Q1,2021-03,Net Revenue,Revenue Adjustment,Product B,United States,USD,-1759.3,-1759.3,Actuals
2021,Q1,2021-03,OPEX,General & Administrative,Product B,United States,USD,38878.38,38878.38,Actuals
2021,Q1,2021-03,OPEX,Headcount Expenses,Product B,United States,USD,123389.42,123389.42,Actuals
2021,Q1,2021-03,OPEX,IT Expenses,Product B,United States,USD,20677.66,20677.66,Actuals
2021,Q1,2021-03,OPEX,Marketing Expenses,Product B,United States,USD,57560.68,57560.68,Actuals
2021,Q1,2021-03,OPEX,R&D Expenses,Product B,United States,USD,53778.06,53778.06,Actuals
2021,Q1,2021-03,OPEX,Sales Expenses,Product B,United States,USD,47458.95,47458.95,Actuals
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United States,USD,2628.15,2628.15,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product B,United States,USD,6313.81,6313.81,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product B,United States,USD,1639.35,1639.35,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Labor,Product C,United States,USD,39892.23,39892.23,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Materials,Product C,United States,USD,94870.82,94870.82,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Manufacturing Overhead,Product C,United States,USD,16965.18,16965.18,Actuals
2021,Q1,2021-03,Net Revenue,Gross Revenue,Product C,United States,USD,427734.86,427734.86,Actuals
2021,Q1,2021-03,Net Revenue,Returns and Refunds,Product C,United States,USD,-12891.85,-12891.85,Actuals
2021,Q1,2021-03,Net Revenue,Revenue Adjustment,Product C,United States,USD,712.5,712.5,Actuals
2021,Q1,2021-03,OPEX,General & Administrative,Product C,United States,USD,31397.71,31397.71,Actuals
2021,Q1,2021-03,OPEX,Headcount Expenses,Product C,United States,USD,74605.83,74605.83,Actuals
2021,Q1,2021-03,OPEX,IT Expenses,Product C,United States,USD,18641.8,18641.8,Actuals
2021,Q1,2021-03,OPEX,Marketing Expenses,Product C,United States,USD,37269.63,37269.63,Actuals
2021,Q1,2021-03,OPEX,R&D Expenses,Product C,United States,USD,55194.27,55194.27,Actuals
2021,Q1,2021-03,OPEX,Sales Expenses,Product C,United States,USD,27224.36,27224.36,Actuals
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United States,USD,-3387.98,-3387.98,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product C,United States,USD,4069.28,4069.28,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product C,United States,USD,1699.0,1699.0,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Labor,Product D,United States,USD,27045.62,27045.62,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Direct Materials,Product D,United States,USD,66594.73,66594.73,Actuals
2021,Q1,2021-03,Cost of Goods Sold,Manufacturing Overhead,Product D,United States,USD,13134.94,13134.94,Actuals
2021,Q1,2021-03,Net Revenue,Gross Revenue,Product D,United States,USD,266653.97,266653.97,Actuals
2021,Q1,2021-03,Net Revenue,Returns and Refunds,Product D,United States,USD,-13374.87,-13374.87,Actuals
2021,Q1,2021-03,Net Revenue,Revenue Adjustment,Product D,United States,USD,2033.57,2033.57,Actuals
2021,Q1,2021-03,OPEX,General & Administrative,Product D,United States,USD,13809.15,13809.15,Actuals
2021,Q1,2021-03,OPEX,Headcount Expenses,Product D,United States,USD,50600.1,50600.1,Actuals
2021,Q1,2021-03,OPEX,IT Expenses,Product D,United States,USD,9279.97,9279.97,Actuals
2021,Q1,2021-03,OPEX,Marketing Expenses,Product D,United States,USD,16149.05,16149.05,Actuals
2021,Q1,2021-03,OPEX,R&D Expenses,Product D,United States,USD,21348.12,21348.12,Actuals
2021,Q1,2021-03,OPEX,Sales Expenses,Product D,United States,USD,22652.24,22652.24,Actuals
2021,Q1,2021-03,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,United States,USD,-3739.64,-3739.64,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Expense,Product D,United States,USD,2309.18,2309.18,Actuals
2021,Q1,2021-03,Other Income/Expenses,Interest Income,Product D,United States,USD,2786.36,2786.36,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product A,Australia,AUD,24348.96,17044.27,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product A,Australia,AUD,66728.94,46710.26,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product A,Australia,AUD,18793.63,13155.54,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product A,Australia,AUD,218282.68,152797.88,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product A,Australia,AUD,-6721.93,-4705.35,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product A,Australia,AUD,1514.03,1059.82,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product A,Australia,AUD,18654.24,13057.97,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product A,Australia,AUD,82771.75,57940.22,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product A,Australia,AUD,7282.28,5097.59,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product A,Australia,AUD,11800.04,8260.03,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product A,Australia,AUD,37359.77,26151.84,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product A,Australia,AUD,22043.0,15430.1,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Australia,AUD,-2685.2,-1879.64,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product A,Australia,AUD,4122.55,2885.79,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product A,Australia,AUD,2423.55,1696.49,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product B,Australia,AUD,29964.49,20975.15,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product B,Australia,AUD,56913.93,39839.75,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product B,Australia,AUD,12500.47,8750.33,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product B,Australia,AUD,170608.37,119425.86,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product B,Australia,AUD,-4861.09,-3402.76,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product B,Australia,AUD,722.83,505.98,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product B,Australia,AUD,15149.71,10604.79,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product B,Australia,AUD,57520.86,40264.6,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product B,Australia,AUD,7782.31,5447.62,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product B,Australia,AUD,20162.78,14113.95,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product B,Australia,AUD,32952.66,23066.87,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product B,Australia,AUD,16077.74,11254.42,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Australia,AUD,-456.93,-319.85,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product B,Australia,AUD,3334.64,2334.25,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product B,Australia,AUD,1164.21,814.95,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product C,Australia,AUD,19923.27,13946.29,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product C,Australia,AUD,38536.25,26975.37,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product C,Australia,AUD,11522.2,8065.54,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product C,Australia,AUD,179996.27,125997.39,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product C,Australia,AUD,-5262.51,-3683.76,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product C,Australia,AUD,211.27,147.89,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product C,Australia,AUD,13808.03,9665.62,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product C,Australia,AUD,34959.29,24471.5,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product C,Australia,AUD,7427.25,5199.08,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product C,Australia,AUD,13782.46,9647.72,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product C,Australia,AUD,15897.02,11127.92,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product C,Australia,AUD,17907.55,12535.28,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Australia,AUD,1941.32,1358.93,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product C,Australia,AUD,3666.62,2566.63,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product C,Australia,AUD,782.83,547.98,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product D,Australia,AUD,15732.95,11013.07,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product D,Australia,AUD,35983.45,25188.42,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product D,Australia,AUD,6697.47,4688.23,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product D,Australia,AUD,112823.55,78976.49,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product D,Australia,AUD,-7117.98,-4982.58,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product D,Australia,AUD,1053.44,737.41,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product D,Australia,AUD,9308.99,6516.3,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product D,Australia,AUD,29803.2,20862.24,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product D,Australia,AUD,6582.83,4607.98,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product D,Australia,AUD,8769.07,6138.35,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product D,Australia,AUD,18417.26,12892.08,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product D,Australia,AUD,12113.0,8479.1,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Australia,AUD,-1241.33,-868.93,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product D,Australia,AUD,1102.65,771.85,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product D,Australia,AUD,1593.15,1115.21,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product A,Canada,CAD,31698.31,23773.73,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product A,Canada,CAD,81112.53,60834.4,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product A,Canada,CAD,22962.84,17222.13,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product A,Canada,CAD,328069.76,246052.32,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product A,Canada,CAD,-18299.14,-13724.35,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product A,Canada,CAD,-1928.61,-1446.46,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product A,Canada,CAD,24408.05,18306.04,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product A,Canada,CAD,79502.57,59626.93,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product A,Canada,CAD,18902.29,14176.71,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product A,Canada,CAD,13746.6,10309.95,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product A,Canada,CAD,47543.15,35657.36,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product A,Canada,CAD,27489.8,20617.35,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Canada,CAD,2150.83,1613.12,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product A,Canada,CAD,4017.1,3012.82,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product A,Canada,CAD,1338.67,1004.0,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product B,Canada,CAD,26708.26,20031.19,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product B,Canada,CAD,62279.19,46709.39,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product B,Canada,CAD,15839.52,11879.64,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product B,Canada,CAD,194329.23,145746.92,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product B,Canada,CAD,-8001.13,-6000.85,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product B,Canada,CAD,1805.75,1354.31,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product B,Canada,CAD,14788.79,11091.59,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product B,Canada,CAD,74923.95,56192.96,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product B,Canada,CAD,15456.81,11592.61,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product B,Canada,CAD,15693.18,11769.88,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product B,Canada,CAD,24728.63,18546.47,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product B,Canada,CAD,23792.68,17844.51,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Canada,CAD,1063.21,797.41,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product B,Canada,CAD,5186.75,3890.06,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product B,Canada,CAD,1617.38,1213.03,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product C,Canada,CAD,17043.73,12782.8,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product C,Canada,CAD,55247.15,41435.37,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product C,Canada,CAD,12290.12,9217.59,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product C,Canada,CAD,168523.59,126392.69,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product C,Canada,CAD,-9489.95,-7117.47,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product C,Canada,CAD,-950.73,-713.05,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product C,Canada,CAD,12748.77,9561.58,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product C,Canada,CAD,50312.64,37734.48,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product C,Canada,CAD,7050.28,5287.71,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product C,Canada,CAD,14252.52,10689.39,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product C,Canada,CAD,23517.94,17638.46,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product C,Canada,CAD,22608.43,16956.32,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Canada,CAD,-2325.04,-1743.78,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product C,Canada,CAD,2157.4,1618.05,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product C,Canada,CAD,2174.98,1631.24,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product D,Canada,CAD,17497.82,13123.36,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product D,Canada,CAD,49162.33,36871.75,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product D,Canada,CAD,11316.01,8487.01,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product D,Canada,CAD,126093.91,94570.43,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product D,Canada,CAD,-4041.61,-3031.21,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product D,Canada,CAD,-492.02,-369.01,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product D,Canada,CAD,8746.09,6559.57,Actuals
2021,Q2,2021-04,OPEX,Headcount Expenses,Product D,Canada,CAD,36285.93,27214.45,Actuals
2021,Q2,2021-04,OPEX,IT Expenses,Product D,Canada,CAD,6062.93,4547.2,Actuals
2021,Q2,2021-04,OPEX,Marketing Expenses,Product D,Canada,CAD,20456.5,15342.38,Actuals
2021,Q2,2021-04,OPEX,R&D Expenses,Product D,Canada,CAD,16976.56,12732.42,Actuals
2021,Q2,2021-04,OPEX,Sales Expenses,Product D,Canada,CAD,16597.99,12448.5,Actuals
2021,Q2,2021-04,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Canada,CAD,1957.3,1467.98,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Expense,Product D,Canada,CAD,3312.03,2484.02,Actuals
2021,Q2,2021-04,Other Income/Expenses,Interest Income,Product D,Canada,CAD,1277.12,957.84,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Labor,Product A,Germany,EUR,50347.59,55382.35,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Direct Materials,Product A,Germany,EUR,117013.51,128714.86,Actuals
2021,Q2,2021-04,Cost of Goods Sold,Manufacturing Overhead,Product A,Germany,EUR,42290.09,46519.1,Actuals
2021,Q2,2021-04,Net Revenue,Gross Revenue,Product A,Germany,EUR,389081.53,427989.68,Actuals
2021,Q2,2021-04,Net Revenue,Returns and Refunds,Product A,Germany,EUR,-19218.4,-21140.24,Actuals
2021,Q2,2021-04,Net Revenue,Revenue Adjustment,Product A,Germany,EUR,435.17,478.69,Actuals
2021,Q2,2021-04,OPEX,General & Administrative,Product A,Germany,EUR,28529.85,31382.84,Actuals
